date,total_confirm,total_suspect,total_heal,total_dead,total_severe,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,name
2020-03-09,1,0,0,0,0,1,0,0,0,0,,巴拿马
2020-03-10,8,0,0,1,0,7,0,0,1,0,,巴拿马
2020-03-11,11,0,0,1,0,3,0,0,0,0,,巴拿马
2020-03-13,36,0,0,1,0,25,0,0,0,0,,巴拿马
2020-03-14,43,0,0,1,0,7,0,0,0,0,,巴拿马
2020-03-15,55,0,0,1,0,12,0,0,0,0,,巴拿马
2020-03-16,69,0,0,1,0,14,0,0,0,0,,巴拿马
2020-03-17,86,0,0,1,0,17,0,0,0,0,,巴拿马
2020-03-18,109,0,0,1,0,23,0,0,0,0,,巴拿马
2020-03-19,137,0,0,1,0,28,0,0,0,0,,巴拿马
2020-03-20,200,0,0,1,0,63,0,0,0,0,,巴拿马
2020-03-21,245,0,0,3,0,45,0,0,2,0,,巴拿马
2020-03-22,313,0,0,3,0,68,0,0,0,0,,巴拿马
2020-03-23,345,0,0,6,0,32,0,0,3,0,,巴拿马
2020-03-24,443,0,0,8,0,98,0,0,2,0,,巴拿马
2020-03-25,558,0,2,8,0,115,0,2,0,0,,巴拿马
2020-03-26,674,0,2,9,0,116,0,0,1,0,,巴拿马
2020-03-27,786,0,2,14,0,112,0,0,5,0,,巴拿马
2020-03-28,901,0,2,17,0,115,0,0,3,0,,巴拿马
2020-03-30,989,0,4,24,0,88,0,2,7,0,,巴拿马
2020-03-31,1075,0,9,27,0,86,0,5,3,0,,巴拿马
2020-04-01,1181,0,9,30,0,106,0,0,3,0,,巴拿马
2020-04-04,1673,0,10,41,0,492,0,1,11,0,,巴拿马
2020-03-11,3,0,0,0,0,3,0,0,0,0,,古巴
2020-03-13,4,0,0,0,0,1,0,0,0,0,,古巴
2020-03-14,4,0,0,0,0,0,,0,0,,,古巴
2020-03-17,6,0,0,0,0,2,0,0,0,0,,古巴
2020-03-18,10,0,0,1,0,4,0,0,1,0,,古巴
2020-03-19,16,0,0,1,0,6,0,0,0,0,,古巴
2020-03-20,21,0,0,1,0,5,0,0,0,0,,古巴
2020-03-22,35,0,0,1,0,14,0,0,0,0,,古巴
2020-03-24,48,0,0,1,0,13,0,0,0,0,,古巴
2020-03-26,57,0,1,1,0,9,0,1,0,0,,古巴
2020-03-27,80,0,1,1,0,23,0,0,0,0,,古巴
2020-03-28,81,0,4,2,0,1,0,3,1,0,,古巴
2020-03-30,139,0,4,3,0,58,0,0,1,0,,古巴
2020-03-31,170,0,4,4,0,31,0,0,1,0,,古巴
2020-04-04,269,0,15,6,0,99,0,11,2,0,,古巴
2020-02-27,1,0,0,0,0,1,0,0,0,,,尼日利亚
2020-02-28,1,0,0,0,0,0,,0,0,,,尼日利亚
2020-03-09,2,0,0,0,0,1,0,0,0,0,,尼日利亚
2020-03-17,3,0,0,0,0,1,0,0,0,0,,尼日利亚
2020-03-18,8,0,1,0,0,5,0,1,0,0,,尼日利亚
2020-03-19,12,0,1,0,0,4,0,0,0,0,,尼日利亚
2020-03-21,22,0,1,0,0,10,0,0,0,0,,尼日利亚
2020-03-22,30,0,1,0,0,8,0,0,0,0,,尼日利亚
2020-03-23,36,0,1,1,0,6,0,0,1,0,,尼日利亚
2020-03-24,44,0,2,1,0,8,0,1,0,0,,尼日利亚
2020-03-25,51,0,2,1,0,7,0,0,0,0,,尼日利亚
2020-03-26,65,0,3,1,0,14,0,1,0,0,,尼日利亚
2020-03-27,70,0,3,1,0,5,0,0,0,0,,尼日利亚
2020-03-28,97,0,3,1,0,27,0,0,0,0,,尼日利亚
2020-03-29,111,0,3,1,0,14,0,0,0,0,,尼日利亚
2020-03-30,131,0,3,2,0,20,0,0,1,0,,尼日利亚
2020-03-31,151,0,9,2,0,20,0,6,0,0,,尼日利亚
2020-04-01,174,0,9,2,0,23,0,0,0,0,,尼日利亚
2020-04-02,184,0,20,2,0,10,0,11,0,0,,尼日利亚
2020-04-04,210,0,25,4,0,26,0,5,2,0,,尼日利亚
2020-03-02,1,0,0,0,0,1,0,0,0,,,摩洛哥
2020-03-05,2,0,0,0,0,1,0,0,0,0,,摩洛哥
2020-03-10,3,0,0,1,0,1,0,0,1,0,,摩洛哥
2020-03-11,6,0,0,2,0,3,0,0,1,0,,摩洛哥
2020-03-13,7,0,0,2,0,1,0,0,0,0,,摩洛哥
2020-03-14,18,0,1,2,0,11,0,1,0,0,,摩洛哥
2020-03-15,28,0,1,2,0,10,0,0,0,0,,摩洛哥
2020-03-16,37,0,2,2,0,9,0,1,0,0,,摩洛哥
2020-03-17,49,0,1,2,0,12,0,0,0,0,,摩洛哥
2020-03-18,54,0,1,2,0,5,0,0,0,0,,摩洛哥
2020-03-19,58,0,1,2,0,4,0,0,0,0,,摩洛哥
2020-03-20,86,0,2,3,0,28,0,1,1,0,,摩洛哥
2020-03-21,96,0,2,3,0,10,0,0,0,0,,摩洛哥
2020-03-22,115,0,3,4,0,19,0,1,1,0,,摩洛哥
2020-03-23,143,0,5,4,0,28,0,2,0,0,,摩洛哥
2020-03-24,170,0,6,5,0,27,0,1,1,0,,摩洛哥
2020-03-25,225,0,7,6,0,55,0,1,1,0,,摩洛哥
2020-03-26,275,0,8,10,0,50,0,1,4,0,,摩洛哥
2020-03-27,345,0,8,23,0,70,0,0,13,0,,摩洛哥
2020-03-28,402,0,12,25,0,57,0,4,2,0,,摩洛哥
2020-03-29,479,0,13,26,0,77,0,1,1,0,,摩洛哥
2020-03-30,556,0,15,33,0,77,0,2,7,0,,摩洛哥
2020-03-31,617,0,24,36,0,61,0,9,3,0,,摩洛哥
2020-04-01,691,0,29,39,0,74,0,5,3,0,,摩洛哥
2020-04-02,708,0,31,44,0,17,0,2,5,0,,摩洛哥
2020-04-03,761,0,56,47,0,53,0,25,3,0,,摩洛哥
2020-04-04,858,0,62,50,0,97,0,6,3,0,,摩洛哥
2020-03-02,1,0,0,0,0,1,0,0,0,,,塞内加尔
2020-03-04,4,0,0,0,0,3,0,0,0,0,,塞内加尔
2020-03-12,10,0,2,0,0,6,0,2,0,0,,塞内加尔
2020-03-13,21,0,2,0,0,11,0,0,0,0,,塞内加尔
2020-03-14,24,0,2,0,0,3,0,0,0,0,,塞内加尔
2020-03-15,26,0,2,0,0,2,0,0,0,0,,塞内加尔
2020-03-16,27,0,2,0,0,1,0,0,0,0,,塞内加尔
2020-03-17,31,0,2,0,0,4,0,0,0,0,,塞内加尔
2020-03-18,36,0,2,0,0,5,0,0,0,0,,塞内加尔
2020-03-19,38,0,5,0,0,2,0,3,0,0,,塞内加尔
2020-03-20,47,0,5,0,0,9,0,0,0,0,,塞内加尔
2020-03-21,56,0,5,0,0,9,0,0,0,0,,塞内加尔
2020-03-22,67,0,5,0,0,11,0,0,0,0,,塞内加尔
2020-03-23,79,0,8,0,0,12,0,3,0,0,,塞内加尔
2020-03-24,86,0,8,0,0,7,0,0,0,0,,塞内加尔
2020-03-26,105,0,9,0,0,19,0,1,0,0,,塞内加尔
2020-03-27,119,0,11,0,0,14,0,2,0,0,,塞内加尔
2020-03-28,130,0,18,0,0,11,0,7,0,0,,塞内加尔
2020-03-29,142,0,27,0,0,12,0,9,0,0,,塞内加尔
2020-03-30,162,0,28,0,0,20,0,1,0,0,,塞内加尔
2020-03-31,175,0,40,0,0,13,0,12,0,0,,塞内加尔
2020-04-01,190,0,45,1,0,15,0,5,1,0,,塞内加尔
2020-04-02,195,0,55,1,0,5,0,10,0,0,,塞内加尔
2020-04-04,219,0,72,2,0,24,0,17,1,0,,塞内加尔
2020-03-24,2,0,0,0,0,2,0,0,0,0,,老挝
2020-03-25,3,0,0,0,0,1,0,0,0,0,,老挝
2020-03-26,6,0,0,0,0,3,0,0,0,0,,老挝
2020-03-30,9,0,0,0,0,3,0,0,0,0,,老挝
2020-03-15,1,0,0,0,0,1,0,0,0,0,,巴哈马
2020-03-26,5,0,0,0,0,4,0,0,0,0,,巴哈马
2020-03-27,9,0,0,0,0,4,0,0,0,0,,巴哈马
2020-03-30,14,0,1,0,0,5,0,1,0,0,,巴哈马
2020-04-04,24,0,1,3,0,10,0,0,3,0,,巴哈马
2020-03-26,30,0,0,0,0,30,0,0,0,0,,马约特岛
2020-03-19,1,0,0,0,0,1,0,0,0,0,,萨尔多瓦
2020-03-04,1,0,0,0,0,1,0,0,0,0,,斯洛文尼亚
2020-03-05,3,0,0,0,0,2,0,0,0,0,,斯洛文尼亚
2020-03-06,6,0,0,0,0,3,0,0,0,0,,斯洛文尼亚
2020-03-07,12,0,0,0,0,6,0,0,0,0,,斯洛文尼亚
2020-03-08,16,0,0,0,0,4,0,0,0,0,,斯洛文尼亚
2020-03-09,25,0,0,0,0,9,0,0,0,0,,斯洛文尼亚
2020-03-10,34,0,0,0,0,9,0,0,0,0,,斯洛文尼亚
2020-03-11,57,0,0,0,0,23,0,0,0,0,,斯洛文尼亚
2020-03-12,89,0,0,0,0,32,0,0,0,0,,斯洛文尼亚
2020-03-13,141,0,0,0,0,52,0,0,0,0,,斯洛文尼亚
2020-03-14,181,0,0,1,0,40,0,0,1,0,,斯洛文尼亚
2020-03-15,219,0,0,1,0,38,0,0,0,0,,斯洛文尼亚
2020-03-16,253,0,0,1,0,34,0,0,0,0,,斯洛文尼亚
2020-03-22,414,0,0,2,0,161,0,0,1,0,,斯洛文尼亚
2020-03-23,442,0,0,3,0,28,0,0,1,0,,斯洛文尼亚
2020-03-24,476,0,0,3,0,34,0,0,0,0,,斯洛文尼亚
2020-03-25,526,0,0,5,0,50,0,0,2,0,,斯洛文尼亚
2020-03-26,528,0,10,5,0,2,0,10,0,0,,斯洛文尼亚
2020-03-27,632,0,10,9,0,104,0,0,4,0,,斯洛文尼亚
2020-03-29,730,0,10,9,0,98,0,0,0,0,,斯洛文尼亚
2020-03-30,756,0,10,11,0,26,0,0,2,0,,斯洛文尼亚
2020-03-31,802,0,10,15,0,46,0,0,4,0,,斯洛文尼亚
2020-04-03,934,0,10,21,0,132,0,0,6,0,,斯洛文尼亚
2020-04-04,977,0,70,22,0,43,0,60,1,0,,斯洛文尼亚
2020-03-01,1,0,0,0,0,1,0,0,0,,,卢森堡
2020-03-06,3,0,0,0,0,2,0,0,0,0,,卢森堡
2020-03-08,5,0,0,0,0,2,0,0,0,0,,卢森堡
2020-03-13,34,0,0,1,0,29,0,0,1,0,,卢森堡
2020-03-14,51,0,0,1,0,17,0,0,0,0,,卢森堡
2020-03-15,77,0,0,1,0,26,0,0,0,0,,卢森堡
2020-03-16,81,0,0,1,0,4,0,0,0,0,,卢森堡
2020-03-17,140,0,0,1,0,59,0,0,0,0,,卢森堡
2020-03-18,203,0,0,2,0,63,0,0,1,0,,卢森堡
2020-03-19,335,0,0,4,0,132,0,0,2,0,,卢森堡
2020-03-20,484,0,0,5,0,149,0,0,1,0,,卢森堡
2020-03-21,670,0,0,8,0,186,0,0,3,0,,卢森堡
2020-03-22,798,0,0,8,0,128,0,0,0,0,,卢森堡
2020-03-23,875,0,0,8,0,77,0,0,0,0,,卢森堡
2020-03-24,1099,0,0,8,0,224,0,0,0,0,,卢森堡
2020-03-25,1333,0,0,8,0,234,0,0,0,0,,卢森堡
2020-03-26,1453,0,6,9,0,120,0,6,1,0,,卢森堡
2020-03-27,1605,0,6,15,0,152,0,0,6,0,,卢森堡
2020-03-28,1831,0,6,18,0,226,0,0,3,0,,卢森堡
2020-03-29,1950,0,6,21,0,119,0,0,3,0,,卢森堡
2020-03-30,1988,0,40,22,0,38,0,34,1,0,,卢森堡
2020-03-31,2178,0,6,23,0,190,0,0,1,0,,卢森堡
2020-04-01,2319,0,6,29,0,141,0,0,6,0,,卢森堡
2020-04-02,2487,0,80,30,0,168,0,74,1,0,,卢森堡
2020-04-03,2612,0,174,31,0,125,0,94,1,0,,卢森堡
2020-02-29,1,0,0,0,0,1,0,0,0,,,爱尔兰
2020-03-03,2,0,0,0,0,1,0,0,0,0,,爱尔兰
2020-03-05,13,0,0,0,0,11,0,0,0,0,,爱尔兰
2020-03-07,19,0,0,0,0,6,0,0,0,0,,爱尔兰
2020-03-08,21,0,0,0,0,2,0,0,0,0,,爱尔兰
2020-03-09,24,0,0,0,0,3,0,0,0,0,,爱尔兰
2020-03-10,34,0,0,0,0,10,0,0,0,0,,爱尔兰
2020-03-11,43,0,0,1,0,9,0,0,1,0,,爱尔兰
2020-03-12,70,0,0,1,0,27,0,0,0,0,,爱尔兰
2020-03-13,90,0,0,1,0,20,0,0,0,0,,爱尔兰
2020-03-14,129,0,0,2,0,39,0,0,1,0,,爱尔兰
2020-03-15,169,0,0,2,0,40,0,0,0,0,,爱尔兰
2020-03-16,223,0,0,2,0,54,0,0,0,0,,爱尔兰
2020-03-17,292,0,0,2,0,69,0,0,0,0,,爱尔兰
2020-03-18,366,0,0,2,0,74,0,0,0,0,,爱尔兰
2020-03-19,557,0,0,3,0,191,0,0,1,0,,爱尔兰
2020-03-20,683,0,0,3,0,126,0,0,0,0,,爱尔兰
2020-03-21,785,0,0,3,0,102,0,0,0,0,,爱尔兰
2020-03-22,906,0,0,4,0,121,0,0,1,0,,爱尔兰
2020-03-23,1125,0,0,6,0,219,0,0,2,0,,爱尔兰
2020-03-24,1329,0,0,7,0,204,0,0,1,0,,爱尔兰
2020-03-25,1564,0,0,7,0,235,0,0,0,0,,爱尔兰
2020-03-26,1819,0,5,19,0,255,0,5,12,0,,爱尔兰
2020-03-27,2121,0,5,22,0,302,0,0,3,0,,爱尔兰
2020-03-28,2415,0,5,36,0,294,0,0,14,0,,爱尔兰
2020-03-29,2615,0,5,36,0,200,0,0,0,0,,爱尔兰
2020-03-30,2910,0,5,54,0,295,0,0,18,0,,爱尔兰
2020-03-31,3235,0,5,71,0,325,0,0,17,0,,爱尔兰
2020-04-01,3447,0,5,85,0,212,0,0,14,0,,爱尔兰
2020-04-02,3849,0,5,98,0,402,0,0,13,0,,爱尔兰
2020-04-03,4273,0,5,120,0,424,0,0,22,0,,爱尔兰
2020-02-29,1,0,0,0,0,1,0,0,0,,,厄瓜多尔
2020-03-02,7,0,0,0,0,6,0,0,0,,,厄瓜多尔
2020-03-04,10,0,0,0,0,3,0,0,0,0,,厄瓜多尔
2020-03-05,13,0,0,0,0,3,0,0,0,0,,厄瓜多尔
2020-03-07,14,0,0,0,0,1,0,0,0,0,,厄瓜多尔
2020-03-08,15,0,0,0,0,1,0,0,0,0,,厄瓜多尔
2020-03-10,17,0,0,0,0,2,0,0,0,0,,厄瓜多尔
2020-03-13,23,0,0,1,0,6,0,0,1,0,,厄瓜多尔
2020-03-14,28,0,0,1,0,5,0,0,0,0,,厄瓜多尔
2020-03-15,37,0,0,1,0,9,0,0,0,0,,厄瓜多尔
2020-03-16,58,0,0,1,0,21,0,0,0,0,,厄瓜多尔
2020-03-17,111,0,0,2,0,53,0,0,1,0,,厄瓜多尔
2020-03-18,155,0,0,2,0,44,0,0,0,0,,厄瓜多尔
2020-03-19,260,0,0,2,0,105,0,0,0,0,,厄瓜多尔
2020-03-20,426,0,0,7,0,166,0,0,5,0,,厄瓜多尔
2020-03-22,789,0,0,14,0,363,0,0,7,0,,厄瓜多尔
2020-03-23,981,0,0,18,0,192,0,0,4,0,,厄瓜多尔
2020-03-24,1082,0,0,27,0,101,0,0,9,0,,厄瓜多尔
2020-03-26,1382,0,3,34,0,300,0,3,7,0,,厄瓜多尔
2020-03-27,1627,0,3,41,0,245,0,0,7,0,,厄瓜多尔
2020-03-28,1823,0,3,48,0,196,0,0,7,0,,厄瓜多尔
2020-03-30,1924,0,3,58,0,101,0,0,10,0,,厄瓜多尔
2020-03-31,2302,0,54,62,0,378,0,51,4,0,,厄瓜多尔
2020-04-01,2748,0,58,93,0,446,0,4,31,0,,厄瓜多尔
2020-04-04,3368,0,71,145,0,620,0,13,52,0,,厄瓜多尔
2020-03-01,3,0,0,0,0,3,0,0,0,,,捷克
2020-03-02,4,0,0,0,0,1,0,0,0,,,捷克
2020-03-03,5,0,0,0,0,1,0,0,0,0,,捷克
2020-03-04,8,0,0,0,0,3,0,0,0,0,,捷克
2020-03-05,12,0,0,0,0,4,0,0,0,0,,捷克
2020-03-06,18,0,0,0,0,6,0,0,0,0,,捷克
2020-03-07,21,0,0,0,0,3,0,0,0,0,,捷克
2020-03-08,32,0,0,0,0,11,0,0,0,0,,捷克
2020-03-09,38,0,0,0,0,6,0,0,0,0,,捷克
2020-03-10,61,0,0,0,0,23,0,0,0,0,,捷克
2020-03-12,96,0,0,0,0,35,0,0,0,0,,捷克
2020-03-13,141,0,0,0,0,45,0,0,0,0,,捷克
2020-03-14,189,0,0,0,0,48,0,0,0,0,,捷克
2020-03-15,293,0,0,0,0,104,0,0,0,0,,捷克
2020-03-16,344,0,3,0,0,51,0,3,0,0,,捷克
2020-03-18,522,0,3,0,0,178,0,0,0,0,,捷克
2020-03-19,694,0,3,0,0,172,0,0,0,0,,捷克
2020-03-20,833,0,4,0,0,139,0,1,0,0,,捷克
2020-03-21,995,0,6,0,0,162,0,2,0,0,,捷克
2020-03-22,1120,0,6,0,0,125,0,0,0,0,,捷克
2020-03-23,1236,0,7,1,0,116,0,1,1,0,,捷克
2020-03-24,1394,0,10,2,0,158,0,3,1,0,,捷克
2020-03-25,1654,0,10,10,0,260,0,0,8,0,,捷克
2020-03-26,1925,0,10,9,0,271,0,0,0,0,,捷克
2020-03-27,2062,0,10,9,0,137,0,0,0,0,,捷克
2020-03-28,2669,0,11,11,0,607,0,1,2,0,,捷克
2020-03-29,2805,0,11,16,0,136,0,0,5,0,,捷克
2020-03-30,3001,0,25,23,0,196,0,14,7,0,,捷克
2020-03-31,3308,0,45,31,0,307,0,20,8,0,,捷克
2020-04-01,3589,0,61,39,0,281,0,16,8,0,,捷克
2020-04-02,3869,0,71,46,0,280,0,10,7,0,,捷克
2020-04-03,4190,0,72,53,0,321,0,1,7,0,,捷克
2020-03-04,2,0,0,0,0,2,0,0,0,0,,匈牙利
2020-03-05,3,0,0,0,0,1,0,0,0,0,,匈牙利
2020-03-06,4,0,0,0,0,1,0,0,0,0,,匈牙利
2020-03-07,5,0,0,0,0,1,0,0,0,0,,匈牙利
2020-03-08,7,0,0,0,0,2,0,0,0,0,,匈牙利
2020-03-09,9,0,0,0,0,2,0,0,0,0,,匈牙利
2020-03-10,12,0,0,0,0,3,0,0,0,0,,匈牙利
2020-03-11,13,0,0,0,0,1,0,0,0,0,,匈牙利
2020-03-12,16,0,0,0,0,3,0,0,0,0,,匈牙利
2020-03-13,19,0,1,0,0,3,0,1,0,0,,匈牙利
2020-03-14,30,0,1,0,0,11,0,0,0,0,,匈牙利
2020-03-15,32,0,1,1,0,2,0,0,1,0,,匈牙利
2020-03-16,39,0,1,1,0,7,0,0,0,0,,匈牙利
2020-03-17,50,0,2,1,0,11,0,1,0,0,,匈牙利
2020-03-18,58,0,2,1,0,8,0,0,0,0,,匈牙利
2020-03-19,73,0,2,1,0,15,0,0,0,0,,匈牙利
2020-03-20,85,0,7,1,0,12,0,5,0,0,,匈牙利
2020-03-21,103,0,7,4,0,18,0,0,3,0,,匈牙利
2020-03-22,131,0,7,4,0,28,0,0,0,0,,匈牙利
2020-03-23,167,0,7,7,0,36,0,0,3,0,,匈牙利
2020-03-24,187,0,21,8,0,20,0,14,1,0,,匈牙利
2020-03-26,261,0,28,10,0,74,0,7,2,0,,匈牙利
2020-03-27,300,0,34,10,0,39,0,6,0,0,,匈牙利
2020-03-28,343,0,34,11,0,43,0,0,1,0,,匈牙利
2020-03-29,408,0,34,13,0,65,0,0,2,0,,匈牙利
2020-03-30,447,0,34,15,0,39,0,0,2,0,,匈牙利
2020-03-31,492,0,37,16,0,45,0,3,1,0,,匈牙利
2020-04-01,525,0,40,20,0,33,0,3,4,0,,匈牙利
2020-04-02,585,0,42,21,0,60,0,2,1,0,,匈牙利
2020-04-04,678,0,58,32,0,93,0,16,11,0,,匈牙利
2020-03-08,5,0,0,0,0,5,0,0,0,0,,法属圭亚那
2020-03-13,6,0,0,0,0,1,0,0,0,0,,法属圭亚那
2020-03-14,6,0,0,1,0,0,0,0,1,0,,法属圭亚那
2020-03-18,11,0,0,1,0,5,0,0,0,0,,法属圭亚那
2020-03-20,11,0,0,1,0,0,,0,0,,,法属圭亚那
2020-03-26,23,0,0,1,0,12,0,0,0,0,,法属圭亚那
2020-03-07,1,0,0,0,0,1,0,0,0,0,,多哥共和国
2020-03-19,9,0,1,0,0,8,0,1,0,0,,多哥共和国
2020-03-22,16,0,1,0,0,7,0,0,0,0,,多哥共和国
2020-03-23,18,0,1,0,0,2,0,0,0,0,,多哥共和国
2020-03-26,23,0,1,0,0,5,0,0,0,0,,多哥共和国
2020-03-27,24,0,1,1,0,1,0,0,1,0,,多哥共和国
2020-03-28,28,0,1,1,0,4,0,0,0,0,,多哥共和国
2020-03-29,30,0,7,1,0,2,0,6,0,0,,多哥共和国
2020-03-30,34,0,10,1,0,4,0,3,0,0,,多哥共和国
2020-04-01,36,0,10,2,0,2,0,0,1,0,,多哥共和国
2020-04-02,39,0,17,2,0,3,0,7,0,0,,多哥共和国
2020-04-04,41,0,17,3,0,2,0,0,1,0,,多哥共和国
2020-03-06,1,0,0,0,0,1,0,0,0,0,,哥斯达黎加
2020-03-07,5,0,0,0,0,4,0,0,0,0,,哥斯达黎加
2020-03-08,9,0,0,0,0,4,0,0,0,0,,哥斯达黎加
2020-03-10,13,0,0,0,0,4,0,0,0,0,,哥斯达黎加
2020-03-12,23,0,0,0,0,10,0,0,0,0,,哥斯达黎加
2020-03-13,26,0,0,0,0,3,0,0,0,0,,哥斯达黎加
2020-03-14,27,0,0,0,0,1,0,0,0,0,,哥斯达黎加
2020-03-15,35,0,0,0,0,8,0,0,0,0,,哥斯达黎加
2020-03-16,41,0,0,0,0,6,0,0,0,0,,哥斯达黎加
2020-03-17,50,0,0,0,0,9,0,0,0,0,,哥斯达黎加
2020-03-18,69,0,0,1,0,19,0,0,1,0,,哥斯达黎加
2020-03-19,89,0,0,1,0,20,0,0,0,0,,哥斯达黎加
2020-03-20,113,0,0,2,0,24,0,0,1,0,,哥斯达黎加
2020-03-21,117,0,0,2,0,4,0,0,0,0,,哥斯达黎加
2020-03-22,134,0,0,2,0,17,0,0,0,0,,哥斯达黎加
2020-03-23,158,0,0,2,0,24,0,0,0,0,,哥斯达黎加
2020-03-24,177,0,0,2,0,19,0,0,0,0,,哥斯达黎加
2020-03-25,201,0,0,2,0,24,0,0,0,0,,哥斯达黎加
2020-03-26,231,0,2,2,0,30,0,2,0,0,,哥斯达黎加
2020-03-27,263,0,2,2,0,32,0,0,0,0,,哥斯达黎加
2020-03-28,295,0,2,2,0,32,0,0,0,0,,哥斯达黎加
2020-03-30,330,0,3,2,0,35,0,1,0,0,,哥斯达黎加
2020-03-31,347,0,4,2,0,17,0,1,0,0,,哥斯达黎加
2020-04-04,416,0,11,2,0,69,0,7,0,0,,哥斯达黎加
2020-03-09,1,0,0,0,0,1,0,0,0,0,,文莱
2020-03-10,6,0,0,0,0,5,0,0,0,0,,文莱
2020-03-11,11,0,0,0,0,5,0,0,0,0,,文莱
2020-03-12,25,0,0,0,0,14,0,0,0,0,,文莱
2020-03-13,36,0,0,0,0,11,0,0,0,0,,文莱
2020-03-14,40,0,0,0,0,4,0,0,0,0,,文莱
2020-03-15,50,0,0,0,0,10,0,0,0,0,,文莱
2020-03-16,54,0,0,0,0,4,0,0,0,0,,文莱
2020-03-19,73,0,0,0,0,19,0,0,0,0,,文莱
2020-03-21,83,0,0,0,0,10,0,0,0,0,,文莱
2020-03-22,88,0,0,0,0,5,0,0,0,0,,文莱
2020-03-23,91,0,0,0,0,3,0,0,0,0,,文莱
2020-03-24,104,0,0,0,0,13,0,0,0,0,,文莱
2020-03-25,109,0,0,0,0,5,0,0,0,0,,文莱
2020-03-26,114,0,5,0,0,5,0,5,0,0,,文莱
2020-03-27,115,0,11,0,0,1,0,6,0,0,,文莱
2020-03-28,120,0,25,1,0,5,0,14,1,0,,文莱
2020-03-30,127,0,38,1,0,7,0,13,0,0,,文莱
2020-03-31,129,0,45,1,0,2,0,7,0,0,,文莱
2020-04-01,131,0,52,1,0,2,0,7,0,0,,文莱
2020-04-02,133,0,56,1,0,2,0,4,0,0,,文莱
2020-04-04,135,0,66,1,0,2,0,10,0,0,,文莱
2020-03-08,1,0,0,0,0,1,0,0,0,0,,法罗群岛
2020-03-13,2,0,0,0,0,1,0,0,0,0,,法罗群岛
2020-03-14,3,0,0,0,0,1,0,0,0,0,,法罗群岛
2020-03-29,140,0,0,0,0,137,0,0,0,0,,法罗群岛
2020-03-30,159,0,0,0,0,19,0,0,0,0,,法罗群岛
2020-03-08,2,0,0,0,0,2,0,0,0,0,,马提尼克岛
2020-03-13,4,0,0,0,0,2,0,0,0,0,,马提尼克岛
2020-03-14,6,0,0,0,0,2,0,0,0,0,,马提尼克岛
2020-03-26,57,0,0,1,0,51,0,0,1,0,,马提尼克岛
2020-03-30,91,0,0,1,0,34,0,0,0,0,,马提尼克岛
2020-02-27,1,0,0,0,0,1,0,0,0,,,荷兰
2020-02-28,2,0,0,0,0,1,0,0,0,,,荷兰
2020-02-29,7,0,0,0,0,5,0,0,0,,,荷兰
2020-03-01,10,0,0,0,0,3,0,0,0,,,荷兰
2020-03-02,18,0,0,0,0,8,0,0,0,,,荷兰
2020-03-03,24,0,0,0,0,6,0,0,0,0,,荷兰
2020-03-04,38,0,0,0,0,14,0,0,0,0,,荷兰
2020-03-05,82,0,0,0,0,44,0,0,0,0,,荷兰
2020-03-06,128,0,0,1,0,46,0,0,1,0,,荷兰
2020-03-07,188,0,0,1,0,60,0,0,0,0,,荷兰
2020-03-08,265,0,0,3,0,77,0,0,2,0,,荷兰
2020-03-09,321,0,0,3,0,56,0,0,0,0,,荷兰
2020-03-10,382,0,0,3,0,61,0,0,0,0,,荷兰
2020-03-11,503,0,0,5,0,121,0,0,2,0,,荷兰
2020-03-12,614,0,0,5,0,111,0,0,0,0,,荷兰
2020-03-13,804,0,0,10,0,190,0,0,5,0,,荷兰
2020-03-14,959,0,0,12,0,155,0,0,2,0,,荷兰
2020-03-15,1135,0,0,20,0,176,0,0,8,0,,荷兰
2020-03-16,1413,0,0,24,0,278,0,0,4,0,,荷兰
2020-03-17,1705,0,0,43,0,292,0,0,19,0,,荷兰
2020-03-18,2051,0,0,58,0,346,0,0,15,0,,荷兰
2020-03-19,2460,0,0,76,0,409,0,0,18,0,,荷兰
2020-03-20,2994,0,0,106,0,534,0,0,30,0,,荷兰
2020-03-21,3631,0,0,136,0,637,0,0,30,0,,荷兰
2020-03-22,4204,0,0,179,0,573,0,0,43,0,,荷兰
2020-03-23,4749,0,0,213,0,545,0,0,34,0,,荷兰
2020-03-24,5560,0,0,276,0,811,0,0,63,0,,荷兰
2020-03-25,6412,0,0,356,0,852,0,0,80,0,,荷兰
2020-03-26,7431,0,2500,434,0,1019,0,2500,78,0,,荷兰
2020-03-27,8641,0,253,546,0,1210,0,0,112,0,,荷兰
2020-03-28,9762,0,253,639,0,1121,0,0,93,0,,荷兰
2020-03-29,10866,0,253,771,0,1104,0,0,132,0,,荷兰
2020-03-30,11750,0,253,864,0,884,0,0,93,0,,荷兰
2020-03-31,12595,0,253,1039,0,845,0,0,175,0,,荷兰
2020-04-01,13614,0,253,1173,0,1019,0,0,134,0,,荷兰
2020-04-02,14697,0,253,1339,0,1083,0,0,166,0,,荷兰
2020-04-03,15821,0,260,1492,0,1124,0,7,153,0,,荷兰
2020-04-04,16725,0,260,1656,0,904,0,0,164,0,,荷兰
2020-02-25,1,0,0,0,0,1,0,0,0,,,巴西
2020-02-29,2,0,0,0,0,1,0,0,0,,,巴西
2020-03-04,3,0,0,0,0,1,0,0,0,0,,巴西
